,Year,Country,Population,Gas consumption,Coal consumption,Oil consumption,FossilFuelGrowth,CoalGrowth,GasGrowth,OilGrowth,AverageTemperature,AverageTemperatureUncertainty,TempMinus1,TempMinus2,TempMinus5
1077,1996,Iran,62290000.0,38900000000.0,1622000.0,64980000.0,88.266,0.553,56.114,31.599,18.206417,0.19233334,18.407917,18.386,18.02925
1153,1997,Iran,63140000.0,47110000000.0,1660000.0,70900000.0,48.71099999999999,0.314,22.73,25.667999999999996,18.30325,0.19916667,18.206417,18.407917,16.94975
1229,1998,Iran,63970000.0,51760000000.0,1705000.0,70730000.0,37.755,2.117,64.79,-29.152,19.169916,0.21233334,18.30325,18.206417,17.741083
1305,1999,Iran,64800000.0,59810000000.0,1749000.0,63510000.0,92.25,-0.7239999999999999,87.413,5.562,19.157917,0.21091667,19.169916,18.30325,18.386
1381,2000,Iran,65620000.0,62900000000.0,1755000.0,75540000.0,72.724,0.895,44.681999999999995,27.147000000000002,18.892084,0.20416667,19.157917,19.169916,18.407917
1457,2001,Iran,66450000.0,70190000000.0,1744000.0,79430000.0,77.861,-0.298,70.918,7.239999999999999,19.473833,0.264,18.892084,19.157917,18.206417
1533,2002,Iran,67280000.0,79240000000.0,1712000.0,79510000.0,121.019,-0.7799999999999999,116.87600000000002,4.923,19.142416,0.27625,19.473833,18.892084,18.30325
1609,2003,Iran,68120000.0,82410000000.0,1708000.0,82100000.0,31.627,1.176,20.564,9.887,18.915167,0.33591667,19.142416,19.473833,19.169916
1685,2004,Iran,68950000.0,85550000000.0,1739000.0,86520000.0,155.495,0.714,129.793,24.988,19.149918,0.26241666,18.915167,19.142416,19.157917
1761,2005,Iran,69760000.0,105000000000.0,1770000.0,90500000.0,126.581,2.132,37.909,86.541,18.806667,0.28691667,19.149918,18.915167,18.892084
1837,2006,Iran,70550000.0,108700000000.0,1641000.0,97470000.0,171.96899999999997,-0.629,87.371,85.227,19.211916,0.28416666,18.806667,19.149918,19.473833
1913,2007,Iran,71340000.0,113100000000.0,1690000.0,100000000.0,153.233,0.742,127.682,24.809,18.740417,0.24508333,19.211916,18.806667,19.142416
1989,2008,Iran,72120000.0,119300000000.0,1444000.0,100400000.0,116.916,-4.575,72.345,49.145999999999994,18.904917,0.25241667,18.740417,19.211916,18.915167
2065,2009,Iran,72920000.0,141400000000.0,1135000.0,104200000.0,81.751,2.149,90.077,-10.476,19.1095,0.24791667,18.904917,18.740417,19.149918
2141,2010,Iran,73760000.0,144600000000.0,1109000.0,97920000.0,-1.208,-0.836,95.95,-96.322,20.090166,0.26166666,19.1095,18.904917,18.806667
2217,2011,Iran,74630000.0,153500000000.0,1173000.0,96290000.0,110.44099999999999,1.646,88.032,20.763,18.915417,0.26958334,20.090166,19.1095,19.211916
2293,2012,Iran,75540000.0,155300000000.0,925000.0,105400000.0,12.252,-3.532,-6.471,22.255,18.959667,0.28891668,18.915417,20.090166,18.740417
2369,2013,Iran,76480000.0,157700000000.0,1120000.0,108800000.0,110.052,3.618,12.89,93.544,20.541,0.579625,18.959667,18.915417,18.904917
25,1980,Iraq,13650000.0,1275000000.0,0.0,12600000.0,16.156,0.0,-4.465,20.621,22.377583,0.27225,,,
87,1981,Iraq,14040000.0,651400000.0,0.0,12430000.0,-0.387,0.0,-6.28,5.892,22.419,0.44008332,22.377583,,
149,1982,Iraq,14430000.0,679700000.0,0.0,11900000.0,4.234,0.0,0.57,3.664,21.185167,0.45341668,22.419,22.377583,
211,1983,Iraq,14820000.0,509800000.0,0.0,14520000.0,10.493,0.0,-1.995,12.488,21.534834,0.368,21.185167,22.419,
273,1984,Iraq,15190000.0,566400000.0,0.0,13940000.0,10.576,0.0,1.14,9.436,21.842001,0.40341666,21.534834,21.185167,
335,1985,Iraq,15560000.0,826700000.0,0.0,14980000.0,21.792,0.0,2.47,19.322,22.203,0.41858333,21.842001,21.534834,22.377583
397,1986,Iraq,15910000.0,895800000.0,0.0,16200000.0,15.535000000000002,0.0,6.650000000000001,8.885,22.324333,0.337,22.203,21.842001,22.419
459,1987,Iraq,16260000.0,991200000.0,0.0,16570000.0,25.971999999999998,0.0,20.9,5.072,22.607666,0.34433332,22.324333,22.203,21.185167
521,1988,Iraq,16610000.0,2492000000.0,0.0,18580000.0,31.267,0.0,17.575,13.692,22.058584,0.26158333,22.607666,22.324333,21.534834
583,1989,Iraq,16990000.0,2844000000.0,0.0,20380000.0,26.518999999999995,0.0,8.075,18.444,22.338417,0.44833332,22.058584,22.607666,21.842001
645,1990,Iraq,17420000.0,1971000000.0,0.0,23230000.0,-23.84,0.0,-23.465,-0.375,22.5415,0.34141666,22.338417,22.058584,22.203
708,1991,Iraq,17890000.0,1732000000.0,0.0,15290000.0,-67.87,0.0,-21.28,-46.59,22.280333,0.40441665,22.5415,22.338417,22.324333
775,1992,Iraq,18400000.0,2259000000.0,0.0,19790000.0,79.508,0.0,5.035,74.473,20.685833,0.45383334,22.280333,22.5415,22.607666
850,1993,Iraq,18960000.0,2550000000.0,0.0,23690000.0,83.515,0.0,2.66,80.855,21.903084,0.47566667,20.685833,22.280333,22.058584
926,1994,Iraq,19540000.0,3170000000.0,0.0,26540000.0,47.24100000000001,0.0,5.89,41.351,22.642416,0.44475,21.903084,20.685833,22.338417
1002,1995,Iraq,20150000.0,3170000000.0,0.0,27530000.0,-9.133,0.0,0.0,-9.133,22.431,0.44008332,22.642416,21.903084,22.5415
1078,1996,Iraq,20780000.0,3240000000.0,0.0,27230000.0,15.532000000000002,0.0,0.665,14.866999999999999,23.01375,0.34983334,22.431,22.642416,22.280333
1154,1997,Iraq,21440000.0,3050000000.0,0.0,25740000.0,65.184,0.0,-1.805,66.989,21.921165,0.32633334,23.01375,22.431,20.685833
1230,1998,Iraq,22110000.0,2950000000.0,0.0,25960000.0,-132.378,0.0,-0.9499999999999998,-131.428,23.455418,0.35341668,21.921165,23.01375,21.903084
1306,1999,Iraq,22800000.0,3180000000.0,0.0,26190000.0,-71.024,0.0,2.185,-73.209,23.493334,0.33433333,23.455418,21.921165,22.642416
1382,2000,Iraq,23500000.0,3150000000.0,0.0,25140000.0,65.42,0.0,-0.285,65.705,22.988834,0.36216667,23.493334,23.455418,22.431
1458,2001,Iraq,24210000.0,2760000000.0,0.0,26070000.0,36.191,0.0,-3.705,39.896,23.517084,0.44158334,22.988834,23.493334,23.01375
1534,2002,Iraq,24930000.0,2360000000.0,0.0,26920000.0,-20.87,0.0,-3.7999999999999994,-17.07,22.895584,0.40158334,23.517084,22.988834,21.921165
1610,2003,Iraq,25640000.0,1553000000.0,0.0,22160000.0,-24.238,0.0,-7.599999999999999,-16.638,22.959417,0.382,22.895584,23.517084,23.455418
1686,2004,Iraq,26310000.0,995400000.0,0.0,26780000.0,17.285,0.0,-5.32,22.605,22.778917,0.32116666,22.959417,22.895584,23.493334
1762,2005,Iraq,26920000.0,1450000000.0,0.0,28400000.0,-10.613,0.0,4.275,-14.888,22.696083,0.29125,22.778917,22.959417,22.988834
1838,2006,Iraq,27450000.0,1800000000.0,0.0,27000000.0,6.313,0.0,0.0,6.313,22.904333,0.26691666,22.696083,22.778917,23.517084
1914,2007,Iraq,27910000.0,4016000000.0,0.0,24920000.0,19.872,0.0,31.655,-11.783,23.015,0.24433333,22.904333,22.696083,22.895584
1990,2008,Iraq,28390000.0,6031000000.0,0.0,28010000.0,16.479,0.0,19.147,-2.6680000000000006,23.118166,0.26033333,23.015,22.904333,22.959417
2066,2009,Iraq,28970000.0,6447000000.0,0.0,34020000.0,39.802,0.0,3.951,35.851,22.998083,0.25116667,23.118166,23.015,22.778917
2142,2010,Iraq,29740000.0,6745000000.0,0.0,35030000.0,22.833,0.0,2.8250000000000006,20.008,24.650333,0.20916666,22.998083,23.118166,22.696083
2218,2011,Iraq,30730000.0,5915000000.0,0.0,36920000.0,23.554999999999996,0.0,-8.333,31.888,22.59325,0.25966665,24.650333,22.998083,22.904333
2294,2012,Iraq,31890000.0,5955000000.0,0.0,45580000.0,24.489,0.0,0.39399999999999996,24.095,23.428917,0.35508332,22.59325,24.650333,23.015
2370,2013,Iraq,33160000.0,6685000000.0,0.0,50000000.0,34.391,0.0,7.313,27.078,24.2405,0.761,23.428917,22.59325,23.118166
26,1980,Ireland,3385000.0,906200000.0,1017000.0,6912000.0,-3.3959999999999995,-1.21,5.303,-7.489999999999999,9.545333,0.178,,,
88,1981,Ireland,3422000.0,1388000000.0,1294000.0,6039000.0,-2.502,1.023,4.062,-7.587,9.590917,0.23683333,9.545333,,
150,1982,Ireland,3454000.0,2067000000.0,1308000.0,5342000.0,-0.531,1.326,5.669,-7.526,9.84675,0.18566667,9.590917,9.545333,
212,1983,Ireland,3479000.0,2181000000.0,1493000.0,4820000.0,-1.341,2.059,1.453,-4.853,10.0795,0.209,9.84675,9.590917,
274,1984,Ireland,3499000.0,2322000000.0,1491000.0,4907000.0,-0.745,-1.093,1.145,-0.797,9.784583,0.22475,10.0795,9.84675,
336,1985,Ireland,3511000.0,2464000000.0,1586000.0,4871000.0,4.234,3.756,0.606,-0.129,9.110666,0.24341667,9.784583,10.0795,9.545333
398,1986,Ireland,3516000.0,1671000000.0,2332000.0,5747000.0,7.724,2.8729999999999998,-6.189,11.04,8.733334,0.21166667,9.110666,9.784583,9.590917
460,1987,Ireland,3516000.0,1671000000.0,3251000.0,5186000.0,1.904,9.071,-0.058,-7.108999999999999,9.438666,0.20891666,8.733334,9.110666,9.84675
522,1988,Ireland,3512000.0,2011000000.0,3246000.0,4648000.0,-1.07,0.7440000000000001,2.945,-4.76,9.865334,0.1995,9.438666,8.733334,10.0795
584,1989,Ireland,3510000.0,2266000000.0,3428000.0,4815000.0,3.789,0.081,2.373,1.335,10.29575,0.24158333,9.865334,9.438666,9.784583
646,1990,Ireland,3511000.0,2322000000.0,3358000.0,5339000.0,5.564,-1.49,1.757,5.297,10.312667,0.22558333,10.29575,9.865334,9.110666
709,1991,Ireland,3518000.0,2379000000.0,3283000.0,5708000.0,4.061,-1.64,0.535,5.166,9.825167,0.21025,10.312667,10.29575,8.733334
776,1992,Ireland,3530000.0,2350000000.0,3052000.0,5826000.0,0.62,-1.835,-0.244,2.7000000000000006,9.7890005,0.25466666,9.825167,10.312667,9.438666
851,1993,Ireland,3547000.0,2667000000.0,3043000.0,6018000.0,2.7769999999999997,-1.041,3.012,0.806,9.641583,0.20966667,9.7890005,9.825167,9.865334
927,1994,Ireland,3568000.0,2714000000.0,2776000.0,6575000.0,4.478,-1.543,0.43,5.59,9.884833,0.22341667,9.641583,9.7890005,10.29575
1003,1995,Ireland,3592000.0,2876000000.0,2743000.0,6779000.0,3.142,0.234,1.64,1.268,10.518916,0.20825,9.884833,9.641583,10.312667
1079,1996,Ireland,3620000.0,3227000000.0,3036000.0,7003000.0,7.501,0.18800000000000003,3.698,3.615,9.5911665,0.21958333,10.518916,9.884833,9.825167
1155,1997,Ireland,3651000.0,3352000000.0,2763000.0,7742000.0,5.972,-1.6369999999999998,1.396,6.213,10.6835,0.23058334,9.5911665,10.518916,9.7890005
1231,1998,Ireland,3688000.0,3334000000.0,2842000.0,8592000.0,10.01,0.219,0.361,9.43,10.4595,0.1955,10.6835,9.5911665,9.641583
1307,1999,Ireland,3731000.0,3526000000.0,2448000.0,9694000.0,9.206,-4.639,2.268,11.577,10.458166,0.19833334,10.4595,10.6835,9.884833
1383,2000,Ireland,3783000.0,4013000000.0,2898000.0,9997000.0,6.471,1.8500000000000003,5.117,-0.496,10.13075,0.23858333,10.458166,10.4595,10.518916
1459,2001,Ireland,3842000.0,4201000000.0,3000000.0,10500000.0,10.82,1.442,1.721,7.657,10.023084,0.22766666,10.13075,10.458166,9.5911665
1535,2002,Ireland,3908000.0,4289000000.0,2874000.0,10270000.0,-2.202,-1.231,1.105,-2.075,10.420667,0.2235,10.023084,10.13075,10.6835
1611,2003,Ireland,3980000.0,4309000000.0,2802000.0,10180000.0,-4.008,-0.979,-0.314,-2.714,10.522417,0.274,10.420667,10.023084,10.4595
1687,2004,Ireland,4058000.0,4433000000.0,2881000.0,10600000.0,1.652,-1.9479999999999997,-0.07,3.67,10.439083,0.2365,10.522417,10.420667,10.458166
1763,2005,Ireland,4141000.0,4117000000.0,3005000.0,11430000.0,6.574000000000001,3.0819999999999994,-2.047,5.538,10.57575,0.24133334,10.439083,10.522417,10.13075
1839,2006,Ireland,4231000.0,4607000000.0,2654000.0,11680000.0,2.304,-3.012,5.466,-0.15,10.654167,0.22958334,10.57575,10.439083,10.023084
1915,2007,Ireland,4325000.0,4965000000.0,2524000.0,11070000.0,4.874,-0.651,3.9309999999999996,1.594,10.842667,0.216,10.654167,10.57575,10.420667
1991,2008,Ireland,4416000.0,5179000000.0,2253000.0,10950000.0,-3.34,-0.582,2.373,-5.131,10.158751,0.24125,10.842667,10.654167,10.522417
2067,2009,Ireland,4495000.0,5020000000.0,1828000.0,9479000.0,-18.695,-3.3379999999999996,-2.652,-12.705,10.15725,0.26016667,10.158751,10.842667,10.439083
2143,2010,Ireland,4554000.0,5505000000.0,1969000.0,9491000.0,0.42,-0.105,5.117,-4.593,9.258166,0.26233333,10.15725,10.158751,10.57575
2219,2011,Ireland,4591000.0,4834000000.0,2001000.0,8561000.0,-13.527,-0.43,-6.583000000000001,-6.514,10.345417,0.26916668,9.258166,10.15725,10.654167
2295,2012,Ireland,4608000.0,4733000000.0,2435000.0,8046000.0,-1.3549999999999998,3.629,-1.187,-3.797,10.035833,0.32666665,10.345417,9.258166,10.842667
2371,2013,Ireland,4615000.0,4537000000.0,2118000.0,8144000.0,-4.345,-2.5,-2.231,0.387,9.97475,0.42225,10.035833,10.345417,10.158751
27,1980,Israel,3701000.0,141600000.0,0.0,9314000.0,5.814,0.012000000000000002,-0.369,6.172,20.04075,0.22633334,,,
89,1981,Israel,3771000.0,141600000.0,0.0,9465000.0,1.647,0.0,0.001,1.646,20.019417,0.23933333,20.04075,,
151,1982,Israel,3838000.0,84960000.0,895000.0,9407000.0,3.814,6.4430000000000005,0.415,-3.044,19.31825,0.235,20.019417,20.04075,
213,1983,Israel,3904000.0,56640000.0,1679000.0,8769000.0,0.798,5.71,0.18099999999999997,-5.094,19.200583,0.20683333,19.31825,20.019417,
275,1984,Israel,3969000.0,56640000.0,2678000.0,7288000.0,1.447,7.525000000000001,-0.078,-6.0,19.730417,0.2595,19.200583,19.31825,
337,1985,Israel,4035000.0,56640000.0,2927000.0,7640000.0,-2.856,1.7909999999999997,-0.032,-4.615,20.216167,0.27041668,19.730417,19.200583,20.04075
399,1986,Israel,4101000.0,39650000.0,3217000.0,8292000.0,5.119,2.373,-0.127,2.8729999999999998,19.998167,0.22608334,20.216167,19.730417,20.019417
461,1987,Israel,4167000.0,59470000.0,3427000.0,9173000.0,11.179,1.547,0.053,9.579,19.951834,0.24216667,19.998167,20.216167,19.31825
523,1988,Israel,4242000.0,39650000.0,3392000.0,9771000.0,8.149,-1.058,-0.036,9.243,20.06025,0.19858333,19.951834,19.998167,19.200583
585,1989,Israel,4334000.0,39650000.0,3631000.0,10030000.0,4.472,1.954,-0.033,2.551,19.902,0.24808334,20.06025,19.951834,19.730417
647,1990,Israel,4448000.0,29990000.0,3720000.0,10390000.0,4.727,1.27,-0.04900000000000001,3.506,20.129833,0.25275,19.902,20.06025,20.216167
710,1991,Israel,4589000.0,29990000.0,4060000.0,10450000.0,4.982,2.283,-0.053,2.7520000000000002,20.021917,0.24133334,20.129833,19.902,19.998167
777,1992,Israel,4753000.0,21520000.0,4957000.0,10490000.0,12.31,6.889,-0.038,5.459,19.028667,0.29316667,20.021917,20.129833,19.951834
852,1993,Israel,4929000.0,30000000.0,5663000.0,11550000.0,8.918,4.769,-0.001,4.15,19.975416,0.22458333,19.028667,20.021917,20.06025
928,1994,Israel,5106000.0,30020000.0,6007000.0,12300000.0,15.097,2.486,-0.017,12.628,20.500334,0.26191667,19.975416,19.028667,19.902
1004,1995,Israel,5271000.0,20110000.0,6579000.0,13230000.0,20.208,4.027,0.034,16.147,20.043333,0.23375,20.500334,19.975416,20.129833
1080,1996,Israel,5424000.0,20000000.0,7834000.0,12840000.0,10.254,10.194,-0.08900000000000001,0.149,20.528084,0.24791667,20.043333,20.500334,20.021917
1156,1997,Israel,5567000.0,20000000.0,8640000.0,13360000.0,-3.842,5.089,0.029,-8.96,19.823166,0.26441666,20.528084,20.043333,19.028667
1232,1998,Israel,5699000.0,20000000.0,9297000.0,13220000.0,13.857999999999999,4.651,-0.067,9.273,20.966417,0.25491667,19.823166,20.528084,19.975416
1308,1999,Israel,5825000.0,10000000.0,9134000.0,13640000.0,8.476,-1.212,-0.011000000000000001,9.7,20.892166,0.29333332,20.966417,19.823166,20.500334
1384,2000,Israel,5946000.0,10000000.0,10250000.0,14660000.0,10.319,6.003,-0.01,4.326,20.230417,0.26141667,20.892166,20.966417,20.043333
1460,2001,Israel,6061000.0,10000000.0,11550000.0,13570000.0,-1.055,11.223999999999998,0.004,-12.284,20.92975,0.25383332,20.230417,20.892166,20.528084
1536,2002,Israel,6169000.0,10000000.0,12210000.0,14340000.0,3.317,4.792,-0.01,-1.465,20.728333,0.25458333,20.92975,20.230417,19.823166
1612,2003,Israel,6278000.0,20000000.0,12670000.0,14780000.0,6.549,3.228,-0.008,3.329,20.614,0.29458332,20.728333,20.92975,20.966417
1688,2004,Israel,6397000.0,670100000.0,12720000.0,14420000.0,2.953,0.886,11.316,-9.249,20.4905,0.23216666,20.614,20.728333,20.892166
1764,2005,Israel,6529000.0,690100000.0,12690000.0,13560000.0,7.964000000000001,-0.537,4.309,4.192,20.43775,0.21675,20.4905,20.614,20.230417
1840,2006,Israel,6681000.0,970100000.0,12670000.0,14060000.0,-0.205,-1.05,6.224,-5.3790000000000004,20.409166,0.25608334,20.43775,20.4905,20.92975
1916,2007,Israel,6847000.0,1140000000.0,13360000.0,14560000.0,13.954,2.073,4.309,7.573,20.701584,0.24308334,20.409166,20.43775,20.728333
1992,2008,Israel,7021000.0,1440000000.0,12670000.0,14290000.0,4.21,-1.49,9.862,-4.163,20.930084,0.2565,20.701584,20.409166,20.614
2068,2009,Israel,7190000.0,2880000000.0,12310000.0,13520000.0,-11.673,-1.904,3.926,-13.695,20.831417,0.29,20.930084,20.701584,20.4905
2144,2010,Israel,7346000.0,3650000000.0,12300000.0,14590000.0,15.399,-0.046000000000000006,11.107,4.338,22.311167,0.25175,20.831417,20.930084,20.43775
2220,2011,Israel,7487000.0,3320000000.0,12620000.0,14490000.0,6.148,2.332,-3.639,7.455000000000001,20.33125,0.25366667,22.311167,20.831417,20.409166
2296,2012,Israel,7615000.0,1470000000.0,14170000.0,17210000.0,12.014000000000001,10.217,-23.076000000000004,24.872,21.006083,0.3395,20.33125,22.311167,20.701584
2372,2013,Israel,7735000.0,5101000000.0,11720000.0,12960000.0,-21.29,-20.027,41.939,-43.201,21.222374,0.888125,21.006083,20.33125,20.930084
28,1980,Italy,56350000.0,27530000000.0,18420000.0,112400000.0,-42.472,21.562,-1.97,-62.06300000000001,12.239583,0.19875,,,
90,1981,Italy,56510000.0,26680000000.0,19460000.0,108800000.0,-29.483,3.629,-7.965,-25.147000000000002,12.77675,0.20941667,12.239583,,
152,1982,Italy,56640000.0,26730000000.0,21180000.0,103400000.0,-40.648,17.666,-0.886,-57.428,13.439917,0.19266666,12.77675,12.239583,
214,1983,Italy,56770000.0,27390000000.0,19520000.0,101600000.0,-31.407,-10.711,7.175,-27.87,13.1883335,0.23983334,13.439917,12.77675,
276,1984,Italy,56860000.0,32140000000.0,21930000.0,99860000.0,19.043,21.004,46.388,-48.349,12.486333,0.21283333,13.1883335,13.439917,
338,1985,Italy,56940000.0,32600000000.0,23940000.0,98980000.0,-2.434,-2.256,5.026,-5.204,13.058333,0.23575,12.486333,13.1883335,12.239583
400,1986,Italy,56980000.0,34470000000.0,21590000.0,100600000.0,38.839,-2.9889999999999994,17.876,23.952,13.1328335,0.20183334,13.058333,12.486333,12.77675
462,1987,Italy,57010000.0,38120000000.0,22240000.0,105400000.0,78.513,-1.268,36.029,43.752,13.1765,0.191,13.1328335,13.058333,13.439917
524,1988,Italy,57020000.0,41350000000.0,21470000.0,106200000.0,39.424,-10.723,31.044,19.103,13.507667,0.178,13.1765,13.1328335,13.1883335
586,1989,Italy,57030000.0,44770000000.0,21030000.0,110200000.0,70.814,6.955000000000001,32.43,31.429999999999996,13.329166,0.24358334,13.507667,13.1765,12.486333
648,1990,Italy,57050000.0,47410000000.0,22420000.0,108500000.0,14.61,2.9500000000000006,24.982,-13.321,13.716917,0.20516667,13.329166,13.507667,13.058333
711,1991,Italy,57090000.0,50270000000.0,20710000.0,107800000.0,11.770000000000001,-8.535,28.322,-8.017,12.853499,0.18308333,13.716917,13.329166,13.1328335
778,1992,Italy,57150000.0,49850000000.0,18390000.0,110000000.0,-1.88,-19.863,-4.448,22.431,13.58175,0.24258333,12.853499,13.716917,13.1765
853,1993,Italy,57200000.0,51000000000.0,15660000.0,109800000.0,-28.352999999999998,-17.791,9.741,-20.302,13.409666,0.21433333,13.58175,12.853499,13.507667
929,1994,Italy,57210000.0,49510000000.0,16670000.0,108500000.0,-11.759,6.933,-16.432,-2.26,14.284833,0.22758333,13.409666,13.58175,13.329166
1005,1995,Italy,57170000.0,54390000000.0,17640000.0,112800000.0,94.226,9.905,47.863,36.459,13.234083,0.19941667,14.284833,13.409666,13.716917
1081,1996,Italy,57070000.0,56190000000.0,16580000.0,111500000.0,-10.625,-11.25,16.451,-15.826,13.007,0.21141666,13.234083,14.284833,12.853499
1157,1997,Italy,56900000.0,57990000000.0,16420000.0,112300000.0,26.858999999999998,1.894,20.541,4.425,13.838834,0.22533333,13.007,13.234083,13.58175
1233,1998,Italy,56740000.0,62430000000.0,17240000.0,112800000.0,50.787,5.011,42.647,3.128,13.6623335,0.2315,13.838834,13.007,13.409666
1309,1999,Italy,56660000.0,67860000000.0,17340000.0,109800000.0,49.306000000000004,-0.18299999999999997,52.056000000000004,-2.567,13.7630005,0.1975,13.6623335,13.838834,14.284833
1385,2000,Italy,56690000.0,70750000000.0,18040000.0,107400000.0,30.320000000000004,9.201,27.784000000000002,-6.665,14.1255,0.23858334,13.7630005,13.6623335,13.234083
1461,2001,Italy,56880000.0,70950000000.0,19420000.0,106500000.0,2.045,9.116,1.861,-8.932,13.95425,0.219,14.1255,13.7630005,13.007
1537,2002,Italy,57180000.0,70470000000.0,20020000.0,108600000.0,0.741,4.982,-4.617,0.37600000000000006,13.934,0.19933334,13.95425,14.1255,13.838834
1613,2003,Italy,57560000.0,77690000000.0,21150000.0,108000000.0,72.766,12.621,69.303,-9.158,14.296917,0.24966668,13.934,13.95425,13.6623335
1689,2004,Italy,57950000.0,80620000000.0,24290000.0,106200000.0,17.995,20.714,28.086,-30.804999999999996,13.559834,0.21016666,14.296917,13.934,13.7630005
1765,2005,Italy,58280000.0,86280000000.0,24250000.0,103400000.0,18.67,-1.479,54.27700000000001,-34.128,13.028584,0.21041666,13.559834,14.296917,14.1255
1841,2006,Italy,58540000.0,84490000000.0,24810000.0,103200000.0,-15.573,2.378,-17.108,-0.843,13.7873335,0.24441667,13.028584,13.559834,13.95425
1917,2007,Italy,58750000.0,84910000000.0,25120000.0,100400000.0,-31.896,-4.063,3.974,-31.807,14.073334,0.20858334,13.7873335,13.028584,13.934
